Crop,Soil_pH,Nitrogen,Phosphorus,Potassium,Temperature,Humidity,Rainfall
Black gram,5.936285325194376,119,52,45,33.74607963086714,73.46768917755932,198.3455498760961
Black gram,5.934041309806616,112,56,63,29.853661457459253,73.46050043142566,191.62649059105144
Black gram,6.730995952099091,112,62,46,29.92101216429093,60.367868478986296,106.3902853461852
Black gram,6.931071094918937,100,58,50,28.155669945379472,70.60128527985337,126.92922414951221
Black gram,5.898946870669891,107,44,63,24.32367035395879,66.92959378737213,81.83130373769227
Black gram,6.372039700107964,119,44,62,31.58471060177267,67.31324341158576,115.57749387910157
Black gram,6.084869148427727,114,44,69,26.90126749324301,63.539101445883716,187.30893495053016
Black gram,7.153606590555733,95,47,49,22.190638731561002,50.9672511703499,120.06552227405075
Black gram,6.997867154559421,102,62,42,24.48413619516937,59.218972853497334,161.82651159364275
Black gram,6.999556678010288,110,68,69,26.047712953471667,62.63772488744702,89.41331049824439
Black gram,6.178073647069998,99,57,59,26.774921686108623,65.17207485018216,105.75070885861395
Black gram,5.847567497213348,98,40,41,20.830064338344144,77.3928416757027,138.54642540251066
Black gram,7.015826898682838,104,42,49,28.167041678536037,65.57365691543176,117.09235423093095
Black gram,7.074865104855484,108,41,52,30.972801873145396,71.89725991143507,122.59261571832579
Black gram,6.4822504074545275,96,41,52,27.829966075588622,77.15053046044905,187.24323430502358
Black gram,6.452051367131062,108,46,57,24.230549377770796,73.52055007975197,191.75730071763624
Black gram,7.132438551453813,108,59,64,30.961324275906897,56.19861060027443,146.10210247936385
Black gram,6.55288499554351,118,45,52,26.88814349882765,55.59249122409309,96.51368410279082
Black gram,5.545358622363094,96,64,66,21.514505703298518,77.68186596698413,105.27831483459212
Black gram,6.024282257872195,101,54,64,21.066707889225544,66.02895029284745,86.78474767453199
Black gram,6.561481060817474,102,63,65,26.16715878679988,69.36628772336843,74.39559578473454
Black gram,6.2653368556442866,106,50,58,28.438447446053118,63.328452899671824,184.68675729921296
Black gram,5.971080572324355,113,54,54,30.77560534635986,65.56882666627953,199.59791750058704
Black gram,6.632080333150462,104,46,69,33.00231349883426,70.3389245918089,56.301625942079546
Black gram,6.693112300387644,98,45,42,29.324728865167724,51.864992386837535,181.37633452052862
Black gram,6.852216333162439,102,44,44,21.6019153368573,57.79238704742671,157.81187683614286
Black gram,5.75491059306975,118,42,51,21.842441938917922,76.2163750684244,157.86618248419416
Black gram,6.755640190433466,115,67,56,33.118919179393444,59.28540199410773,95.84781717422487
Black gram,5.729210848598924,112,69,60,32.837771576636186,77.15215829533122,138.50469579817866
Black gram,5.899685945604979,111,49,60,28.07448016047076,59.828309513256485,111.78868799725616
Black gram,7.231177409750218,118,45,56,29.65964832428732,74.51112703746978,90.67139599458329
Black gram,6.33125602918551,99,56,41,25.94551759259391,63.87828864382247,172.36675560185347
Black gram,7.480529378406547,106,51,42,24.424531869908254,70.6416075927444,180.4000463363089
Black gram,6.9233995169857865,108,43,43,32.00217729153563,57.98470504404084,114.2585257911615
Groundnut,6.651049856289298,109,41,54,20.31645397156563,70.13095292856198,128.42324232550675
Groundnut,6.229290335048081,99,49,61,26.36500379705361,50.41573458093675,194.77315732473195
Groundnut,6.507854754244559,104,68,48,28.247272778882156,51.88508744385474,134.5616433761374
Groundnut,6.944536987506427,106,67,42,24.173418240039673,64.46367542688587,124.26010641709827
Groundnut,6.925402659091342,90,43,44,21.296288532698547,57.120790928388786,86.76032740604812
Groundnut,7.444112350838885,97,58,54,21.828055023939193,72.73208625272562,110.75485343165973
Groundnut,5.630669438000037,103,40,40,34.49303188329216,74.03368151691092,91.76225854894847
Groundnut,6.952263927962646,114,48,60,33.47769759970838,74.14456402764077,54.41225943951305
Groundnut,6.095211888953296,98,49,52,32.45609257322661,79.671581834266,118.49504959032308
Groundnut,6.569839014870631,92,45,47,22.199588235094197,69.56840036865657,118.67236907872812
Groundnut,5.825471585271945,105,51,58,22.475985832518635,70.31090647602866,85.06778065678921
Groundnut,5.902099032785126,100,57,61,27.815008173163985,69.73508784235976,173.5232991424828
Groundnut,5.857489157158058,102,66,65,32.753912603284896,76.4476137317803,127.59834365634329
Groundnut,5.848339919286282,95,62,45,29.717657916701615,57.894908054897385,106.62707495111202
Groundnut,6.6853167882289135,107,69,65,29.393093018005835,65.88272907648512,183.36407286263574
Groundnut,6.731286437103405,106,56,54,31.630522945071732,72.08193984604672,196.68553689566303
Groundnut,6.345908840347176,104,57,64,31.052068787471583,74.40523315351881,93.26495334032467
Groundnut,6.826362462994435,99,53,45,24.86350410506052,51.0423003170442,84.33257202877627
Groundnut,7.041389656319564,105,41,68,29.229964819055205,68.38446295214509,113.41841842180611
Groundnut,6.070634719571369,96,50,43,24.202871902516804,54.587744317614245,100.05280726823527
Groundnut,5.70970127307265,111,49,57,28.88286531840385,69.4046599930266,85.82568326377121
Groundnut,5.755512874165059,93,57,48,22.89541650800873,68.49064798687095,134.21665522985666
Groundnut,6.967140938542963,114,49,40,23.003956170018583,50.74509486957347,199.98576805695052
Groundnut,7.098506627102513,103,54,57,22.614373352664195,57.45511259294479,160.58541524133136
Groundnut,7.004845182813163,101,51,56,28.00167644503161,60.13110497073687,83.28700227119742
Groundnut,6.1813582010060335,115,63,69,31.167927067495384,52.1406311656421,183.8588497008022
Groundnut,5.946883954472161,100,48,46,24.063876605910995,57.0647788879994,109.37460026626576
Groundnut,7.056969194604918,93,60,68,25.86881586358441,66.75324360669917,162.78378033416118
Groundnut,6.726868869214452,90,61,67,28.59085352595031,63.43044954056682,54.46144387706234
Groundnut,6.748735579104309,113,62,60,33.42742331668967,65.2977863289264,198.6092137757018
Groundnut,6.341141371729558,90,63,44,21.85271565325117,63.06844645408893,143.1326184553618
Groundnut,5.7043784537258695,107,54,61,34.47302708395936,75.91986972468214,57.145564532897595
Groundnut,5.819423360265373,111,68,68,34.9538535095778,60.08819288804564,81.86063646508676
Groundnut,6.880626431530536,117,44,67,29.454859110958225,78.14208407639761,63.40980822882376
Groundnut,7.471893666651252,108,68,61,33.93099432640037,77.81277696455716,168.78204638947693
Groundnut,5.717773473635461,91,51,52,34.88975317283753,62.416140294401046,163.04773084992448
Groundnut,7.335184237168905,105,52,48,34.91501971571813,73.40645769612681,55.534145379713266
Groundnut,7.200248422415068,105,40,52,32.10651508765726,58.70991892422539,69.55685479337833
Groundnut,6.982501764834892,115,61,55,21.73081473335907,63.71345387698099,95.78623972191727
Groundnut,6.94823410818452,91,52,56,34.153127624479126,52.173431709330124,116.9076152428252
Groundnut,6.773543660740558,114,45,66,25.200072248272463,51.172785352733776,173.5332878395314
Groundnut,6.0943545179496414,94,61,58,28.596074406458733,53.36609228959756,66.14136939311477
Groundnut,6.1588718806979585,107,50,58,22.3972520878937,72.77751627710379,157.56787273149124
Groundnut,5.955727440364035,98,41,41,30.92501532364797,76.72813144541729,160.95877061678053
Groundnut,5.97910325616689,108,63,67,28.610227424864192,77.9335766301443,136.1444171500162
Groundnut,5.8708695982941945,96,40,62,33.19742443746884,73.2649948948343,197.1097844672467
Groundnut,5.522985069783509,111,50,43,31.771297375429782,59.1692352488676,144.74853300107503
Groundnut,5.619705762361667,104,58,48,31.63502247668047,58.19836855052186,114.33549386473462
Groundnut,6.367991494708648,106,69,40,32.83127818625739,73.52331951982265,154.51916603022488
Groundnut,6.867817720831049,101,40,42,27.99278847423686,65.20814259362741,147.6495458984922
Groundnut,7.193882816395993,93,45,66,30.583851639908858,76.09939117056891,121.86720310461908
Groundnut,7.478308183980479,92,47,47,26.559342263372287,58.49298602098975,89.76163980774112
Groundnut,7.174677006524885,97,40,43,27.66683283007813,65.22158546065074,186.04473546491053
Groundnut,7.270603375939223,112,56,41,30.865388432032695,70.75387785000854,64.98270417530455
Groundnut,6.117034277218073,104,59,69,26.977262782938368,56.265557804689394,125.32900393311007
Groundnut,6.887662376705232,97,53,48,22.304038062611493,79.51762891328849,90.61199096784713
Groundnut,6.86071763110491,96,62,66,28.727233547164133,72.99643480275483,163.57526425800464
Groundnut,5.758365198214036,98,63,68,21.3705452092286,78.29052617394035,148.80418049385435
Groundnut,5.870769845924276,94,61,60,23.18621206901983,72.8315137314172,165.92921248403405
Groundnut,6.809588707260809,117,66,47,33.319821441255456,52.92284355148686,154.99856711248026
Groundnut,7.1014340799596845,103,65,57,29.578786472816155,62.11278691470957,177.89663344079918
Groundnut,6.160359006267747,111,44,62,24.02311293651447,79.79306913679758,89.02984649179275
Groundnut,7.224624182117937,115,68,56,21.063488520671235,55.21482821321534,93.4704868543542
Groundnut,6.354304026657495,105,41,40,23.056833679433794,71.24409471926398,78.78560690824719
Groundnut,6.612956159072406,93,40,45,21.745841255826413,63.590354800705796,180.52960784810648
Groundnut,5.778014994707378,101,45,67,21.003010197401313,69.26474423677234,131.58811165764052
Groundnut,5.702040020327343,103,68,42,32.896796640422046,58.7545387016977,178.57953756650213
Groundnut,7.457007816615084,118,44,48,24.075657445321564,66.81431869444606,142.5788940764639
Groundnut,6.979335582225632,109,65,65,34.9083877101144,54.80981108153472,110.18885862336712
Groundnut,6.820561853492785,110,51,58,24.257201154423893,73.63660974359708,61.157838216811996
Groundnut,5.983265430508052,117,53,44,24.260339149628265,55.588955204968634,133.8416756828068
Groundnut,7.025817875944444,113,55,52,25.44700757095344,61.050525694483014,122.37445987989285
Groundnut,6.980855843595082,111,65,49,32.80867123632142,58.686886937988355,87.21207959388363
Groundnut,7.1442104905325445,101,43,46,26.898344302690518,55.80869556986402,116.28435610005049
Groundnut,6.0619562274374905,99,51,41,23.983092141656822,66.91613155766133,110.16186953731454
Groundnut,6.152606446362817,115,60,64,33.93215700245171,54.18914309283899,187.06800221831568
Groundnut,5.974550912023254,99,53,50,32.98767158122908,76.30258058876197,70.6540602285063
Groundnut,7.280051573850307,102,41,47,30.75120891281454,54.72606996568658,131.95807733529267
Groundnut,6.731865482954709,91,59,40,32.85257380382319,77.33776584937367,138.84281293020723
Groundnut,6.840347265254049,107,48,42,22.36992902791181,50.28524451813246,62.6636054272243
Groundnut,5.757413571573814,98,51,43,32.318621535644965,72.98008189060975,159.52736531961025
Groundnut,5.730158586090326,115,68,69,24.238165164569963,77.31148992390071,192.65100297461822
Groundnut,7.169295504755784,102,57,52,21.40494862059538,73.64706404491487,104.37793234444922
Groundnut,6.811288293362008,116,61,60,23.261610624538754,54.742392577043496,113.89640585125314
Groundnut,5.883614829202984,103,43,69,23.24624892169679,67.02672431931246,107.65463710776416
Groundnut,6.35380389630432,97,69,52,23.09395347073611,71.95035171768875,184.0423338908172
Groundnut,5.724355081698527,106,55,63,21.352268677718097,61.73770589537942,109.27004750397958
Groundnut,7.1857831503889695,95,49,63,33.16682307087676,78.2295177278144,141.1288995456244
Groundnut,6.237626735300206,106,55,54,20.911986438973546,76.61427074037256,162.07874744415614
Groundnut,7.493416498723052,101,50,60,23.15362986652228,74.14186453727156,157.30454333296873
Groundnut,6.7401928685167825,95,62,49,29.683131062806503,77.7170060931668,105.7219689969198
Groundnut,6.062838655539743,90,44,41,28.719583607735224,53.065144930441356,61.01642178590203
Groundnut,6.997170796104119,114,51,47,29.83149669709868,72.26612543761331,122.42057839186204
Groundnut,6.623906859462495,118,47,64,31.69373056802597,72.63654264184648,171.81155716710612
Groundnut,6.683653667131655,101,59,50,33.49573862912265,77.29695955167718,54.04393387293607
Groundnut,7.205915427902514,99,62,55,33.44374772849558,59.534027564699834,195.2083985096676
Groundnut,5.879250069165876,110,59,41,31.966264664030817,50.161409854246756,94.7751343583263
Groundnut,6.8148012031707825,96,61,44,31.006469975326123,65.11110721629771,174.20079393381127
Groundnut,5.801858494819575,106,64,45,30.686457959652788,61.46542691786461,61.50277113434127
Groundnut,5.958064552886772,97,56,57,27.327798983531395,61.658501152473235,111.20090488002762
Green gram,7.215852833404471,95,65,60,26.06150666093246,53.80539625063703,162.34723881283088
Green gram,6.191863794858959,106,65,53,31.50819058873185,69.90994619464165,73.44736753206067
Green gram,6.118237190824099,118,44,40,20.219223065422298,51.01796515959201,135.87656532568258
Green gram,6.026299368056677,112,67,67,22.536343563212746,73.28355753601451,148.2450706401978
Green gram,5.7207372398991065,102,52,41,33.29829411643783,69.38402026925634,137.20334062017622
Green gram,7.150287459145459,116,63,54,21.45399856120003,64.36182973763036,177.89106405437434
Green gram,6.085570892367525,110,44,41,20.932122845011225,73.13846693143796,93.1027131280918
Green gram,6.635592294995396,91,43,47,25.940049394892192,50.41694176305933,160.4880904521533
Green gram,7.302848076065185,97,48,56,21.201999608684034,57.165981669768584,152.7377199093235
Green gram,6.191278808750292,109,69,58,28.936293973647004,73.12244047864382,171.0395539808514
Green gram,6.159291118969508,109,63,50,22.120399867521282,53.571098851200716,97.79925918618939
Green gram,5.629964610503501,94,40,65,24.12146510550859,68.01273445266355,198.54538794199348
Green gram,5.5623974896170845,94,41,64,28.187051759401655,60.018025294299356,199.2110924096573
Green gram,7.314587136172002,114,43,40,22.385602547663574,50.344491190195946,111.58243200524447
Green gram,7.180637794693421,101,50,46,25.257229440773337,51.32845366228007,87.17767414610577
Green gram,7.101538756851847,100,59,56,26.740821634918312,62.24368217477896,112.19758318553673
Green gram,7.20016941404387,118,59,48,32.10999532256286,72.27963830596624,78.46795408539947
Green gram,7.319769037244262,108,61,59,34.452485548617496,79.72001613890993,97.65435786171173
Green gram,7.026268072371352,108,53,42,23.790868009869733,76.85230291077424,97.70035416873858
Green gram,6.622090029066116,116,57,51,21.708914761439093,60.21928397578888,174.41672778710574
Green gram,7.045030767817546,90,65,43,29.94740962026204,62.1104060098811,62.83647238725864
Green gram,6.214558611024122,105,49,55,28.298693154996933,59.128378218031145,176.00401460380306
Green gram,6.56104993750715,108,48,42,25.869810399018768,76.66710999892348,85.3502433612231
Green gram,6.855538838587669,106,65,57,28.590551947103556,62.04263733686463,100.93433432498621
Green gram,7.081758431129259,96,57,67,22.633475205920362,70.7273568474831,165.72551282592767
Green gram,6.367152001374488,100,45,62,25.602851363150393,73.21309558926376,81.26683187308439
Green gram,6.940886865925644,96,43,69,23.351603127072977,66.8971939642744,138.5726293380152
Green gram,6.129324247064127,108,42,59,33.80165138583458,51.20519111636429,143.10820986516362
Green gram,6.766678849840128,117,56,42,27.50649312479116,63.57520016554162,156.12155082376682
Green gram,5.897214379882115,112,49,53,22.110289433850635,76.87887755245657,195.27338472831218
Green gram,7.263496784356211,104,48,69,32.500584518830614,60.93139597030486,150.6999121850784
Green gram,5.711915515067372,100,66,43,20.006076426320245,77.5539034729839,187.38191261658585
Green gram,7.28138997294061,118,49,68,32.39680339609717,51.022023261043984,55.307956827627024
Green gram,6.764714689302499,101,53,68,27.265305060884806,74.9010264119838,132.27671049130572
Green gram,6.79650871630903,98,64,50,29.18296934892805,79.17738677660952,174.95186969317598
Green gram,5.934063292197479,97,40,44,26.600712698042543,52.7567060248319,156.96741781860072
Green gram,6.497096538827245,106,67,47,32.7167628715425,56.82129237157133,62.36980894703032
Green gram,5.908169145329308,99,61,63,28.13575702924212,51.13604338239788,83.75339863131543
Green gram,6.453240164460633,95,53,51,27.826174529188137,56.79536028652389,113.83208169104222
Green gram,7.036226711757634,114,51,52,23.810817829178937,53.76379580319675,54.72275944917046
Green gram,7.269867385704925,97,49,48,32.56550320945546,52.44083095655268,120.65287969673736
Green gram,7.397393544486444,106,43,56,20.6653195405932,58.483638765021134,169.58708690838222
Green gram,6.145769695200549,101,51,68,27.797780289475757,62.65968838392489,178.7212865504078
Green gram,5.77303096542115,107,44,61,26.639982883706555,58.55780702836948,186.17109773625333
Green gram,6.831142720593899,102,48,62,27.71688888548438,50.87691598996841,153.6231954018226
Green gram,6.737808042706939,91,62,44,32.27272258918507,75.660176126728,117.48006190133181
Green gram,6.607735908984328,119,51,52,26.66201574532972,53.10234550075792,115.6847277663851
Green gram,7.219280614670447,94,61,42,22.033723684048024,78.03431261823576,154.60752780457165
Green gram,6.939438424954382,95,54,66,22.153087992627857,66.29376138971517,104.69653398607599
Green gram,6.775410193471528,111,55,68,20.50352344196052,71.39665676556498,193.66888980307098
Green gram,5.789548472747716,104,69,53,25.34679179307563,72.41139477279428,104.8015235353227
Green gram,6.726638398867574,112,45,47,22.636631870887747,71.48726335464642,83.73647959757832
Green gram,5.617110090248294,98,58,58,25.393421743818198,56.57894147472543,53.18194240760764
Green gram,6.199178664752624,107,60,66,33.14998168125364,53.63908583499726,187.6872724784651
Green gram,7.036352937059428,99,67,69,32.29842928998413,57.7864355826776,55.06364633954778
Green gram,6.876263551777286,108,49,44,22.775270272566907,77.96214664106931,142.39666524962456
Green gram,5.554936596058594,118,52,64,31.686501102862124,71.26882701784379,154.42027521218094
Green gram,6.921551658961077,102,65,50,29.084247382578607,50.56705504741606,128.55856100413934
Green gram,7.232040786663412,98,54,45,23.54213377916588,62.885186993710676,91.8847860204778
Green gram,5.6215038947568665,115,65,51,25.069041805989528,52.98482806748713,143.04630686829768
Green gram,6.081102228305681,92,44,69,23.61770837072023,65.42470385608466,68.9629656267152
Green gram,6.43814414945392,113,60,41,27.272080659547623,72.68570710249148,77.70628469080077
Green gram,6.2236521595204675,116,48,53,32.561857472896584,56.56772640554715,83.24742281345407
Green gram,5.672746184289242,98,40,53,32.82845134360137,63.59996655513947,110.25761239453809
Green gram,5.5912114601799345,102,44,64,27.54506833954593,79.98757617908569,158.90431754107036
Green gram,5.602798712667628,97,64,46,20.643870451395845,60.5115945825634,157.48894188366663
Green gram,6.294290721282045,104,56,65,25.390411466918607,62.04991085347871,97.27399905430318
Green gram,6.345037007569199,97,66,59,23.980478895156754,65.21144957664877,90.3622298509047
Green gram,5.547841621338751,109,58,57,23.6972974223253,65.76457489144977,145.94727157618183
Green gram,5.809422608392511,111,67,44,20.83212214347271,54.09573247495416,86.80697572435429
Green gram,7.422306783034427,113,45,68,31.185955678320386,53.20750948992162,100.06920901842649
Green gram,5.643192235182118,102,51,58,25.537009467727074,55.900038478823404,187.49224786758762
Green gram,6.005020537865136,99,46,51,21.368625562025386,67.35949639253798,173.23228983400034
Green gram,5.586142861441356,105,64,68,20.058256628715217,51.92969307892635,96.77938900444465
Green gram,6.278173813591035,98,67,49,23.27864103902005,53.514129990279955,187.38150976562625
Green gram,7.262148660949802,98,63,62,28.71788892885227,54.89389853104764,194.81508396141288
Green gram,5.6758412155957405,94,47,68,27.53770109374459,53.23353128985976,161.49729742925854
Green gram,7.226628129350805,113,57,59,31.797434621791464,71.49750539734745,149.9226128196579
Green gram,5.555966468634645,98,65,47,30.51646344559858,77.16639605303736,53.25095629665156
Green gram,5.578331729013293,94,43,47,29.819248715488122,53.53654941398481,87.77632496275535
Green gram,7.033837006636555,92,69,63,28.85478770493401,66.93207824867565,189.29279542441944
Green gram,6.548243053452584,119,51,56,34.92529064852391,67.8406661153507,112.45009376846187
Green gram,6.654927753154635,114,65,49,23.033135087599042,56.47482650544667,113.26829307694253
Green gram,6.677604323670371,92,44,59,21.536783921446492,78.84445162891687,125.93829252560832
Green gram,6.559349296484886,94,64,49,34.81344064990985,63.04887422135466,156.18777567124266
Green gram,5.905739813897769,106,68,63,20.029182185269857,60.190716276332836,60.13887424387466
Green gram,6.761213070680781,111,40,41,21.801330022752342,74.74794650267634,161.1837783467417
Green gram,6.62303510039937,104,67,42,30.172643044620816,55.87371361007564,102.49988250986273
Green gram,5.724302668443591,101,47,42,24.057205132463103,75.66934936647951,152.67438121447896
Green gram,5.611374225968146,107,67,49,34.73080116604169,71.68828768389909,55.71725854208997
Green gram,7.26963336792487,98,45,48,33.04040400721576,65.78276635610506,60.965571124909104
Green gram,6.360547200654045,119,53,45,32.00905171077613,61.50362066210696,141.65252269834224
Green gram,5.811447627193759,100,43,67,32.14671956280533,78.96809033232671,152.03430462821797
Green gram,5.799396177444504,91,66,43,28.413806306764766,62.80574122581099,92.75227988592152
Green gram,6.876974104374675,108,44,57,30.388623289274395,71.13122164607779,101.47795903916476
Green gram,5.607833902297277,98,47,58,20.360105342981704,57.842557881956544,142.10439211513363
Green gram,6.55451091292276,113,41,59,28.953691357906123,68.80594818725447,141.25160574486983
Green gram,5.824935081041319,99,64,67,21.904749914583668,66.72853944704272,80.59511925582413
Green gram,5.8309392045645065,90,62,60,27.501998071289183,60.38963584701184,148.08984630156917
Green gram,7.419346340473064,94,64,47,34.3876415004634,60.220739486562216,195.5218312893113
Red gram,6.136710379726633,107,61,60,34.02215719274717,53.902542762309864,113.27726374151126
Red gram,6.80900845455143,91,42,40,22.489632945313684,69.65668757809699,161.04529169377815
Red gram,6.295279367947179,118,69,65,23.32449165885037,55.35463827726168,57.88196127349917
Red gram,7.224677601224338,118,47,66,22.277257808927274,74.0122112814264,94.81746359455467
Red gram,6.45022298040757,113,42,61,21.17008272650012,62.0954608593592,151.78477383472577
Red gram,7.357592684294801,116,59,49,27.500892473455387,53.4856096944839,82.18316198864568
Red gram,6.592764233801886,94,53,47,24.23245189488997,60.56166056722706,73.97233690034605
Red gram,6.869950929004428,112,63,65,20.722086869327725,58.909966785266064,122.61098504089843
Red gram,6.366166697664429,118,40,51,21.851697137196698,61.22335090722568,194.95372265532774
Red gram,6.329546545660984,99,63,43,21.274223831395926,59.4717757694186,56.017038127924515
Red gram,6.959472243320685,111,55,54,22.201127871519795,52.91168509397249,76.21000598405021
Red gram,6.522009923218277,100,65,54,21.130320527250763,59.56639297343645,118.89629293386544
Red gram,6.588206239882985,112,45,40,23.38414635699009,53.824708927356866,166.79289725464668
Red gram,7.0614276599763155,110,56,64,30.103659002317162,70.52463356612105,137.01244743184475
Red gram,6.13104856771373,112,43,50,32.7759836073365,66.72710592740074,52.671249633906676
Red gram,5.898320471706431,107,66,58,32.28050437463454,53.13074412170326,77.36610776530715
Red gram,7.072919057588885,109,61,44,23.012447993251946,60.05452696048959,146.301609208856
Red gram,6.03234827624084,100,66,46,27.084299829117658,78.22595758077834,120.27892146651533
Red gram,5.553634683499458,119,51,54,20.592757035643015,66.43814782925574,167.4414206746175
Red gram,5.893737143889507,92,54,40,34.122078227506314,67.88049872682717,191.75024185993104
Red gram,6.879599751801261,99,53,45,26.70136024962765,76.04124876211841,137.70496414362555
Red gram,7.159666813848709,92,56,63,32.19526335772825,78.9593077219002,103.79807599991238
Red gram,6.591294027178604,101,69,50,27.624959529355866,67.26401959259425,193.73667538733366
Red gram,7.28161718277019,113,56,53,22.889833201719817,57.267453434485866,71.7703432427497
Red gram,7.154243431297481,108,59,46,31.885688569411716,71.7833233034536,125.92223536187755
Red gram,7.090712285800103,96,67,62,25.305198874971815,66.89326041498974,121.68749498916834
Red gram,6.2223693479940225,111,49,47,26.016017917219347,61.70660690838306,165.88718248882077
Red gram,6.76280460628115,101,49,69,20.466665412807345,51.576171446252154,177.13379024302282
Red gram,6.063798779024105,117,49,42,23.274464143490032,52.70073555928652,125.8022829846378
Red gram,5.64856115097246,91,43,58,27.516582427957914,56.69364236333115,106.24341884472636
Red gram,7.063102440014829,119,51,67,25.720442157395105,73.20113968606645,155.44346219336694
Red gram,6.7772422136307915,112,60,58,34.65307383128279,72.59099262030978,151.075661038695
Red gram,5.690440285869018,99,65,57,24.443634080131265,75.20943288714429,151.10422276721175
Red gram,5.851382956739038,118,46,49,31.987747036296135,79.67242427872077,101.8911021086235
Red gram,6.704278683162395,115,47,64,28.809937419523642,71.25819864323377,199.1382056938618
Red gram,5.709846669917235,104,54,50,32.96572138129405,71.70894442555654,141.60855296681592
Red gram,7.003883094884986,119,49,50,28.225754466947613,72.64129738449353,191.05070987764546
Red gram,6.33424286117668,95,58,55,32.39057075508123,72.16095714436527,195.01378080782158
Red gram,6.6177224207671586,94,45,53,26.59406154921244,59.588060246195674,153.27708049673248
Red gram,6.781206022281939,111,63,41,29.574333219746322,60.07858633942424,62.55928692078788
Red gram,6.095998654904076,110,54,42,33.38060996058376,61.699488519561676,144.20524022859138
Red gram,6.868707000352744,112,62,55,32.21019126403719,60.78142800666894,81.06825207202293
Red gram,7.407281319835548,111,54,55,30.507986258124426,75.58124764457268,169.4185870030642
Red gram,6.3490849166789625,96,51,61,20.01631143569892,58.43713051829545,55.3297363298286
Red gram,5.751773942556382,92,65,63,23.793229905790113,53.17568977239495,156.85260387578734
Red gram,5.52548874842113,100,49,50,22.658413108797674,56.175545950376154,101.4844566934934
Red gram,7.082782974245881,114,46,66,29.56867799508845,54.616098352527345,59.02476443851845
Red gram,7.287491101031368,97,47,53,32.27703044138315,58.16474365766343,86.37948622158751
Red gram,6.263769361497929,94,62,40,27.479623594892832,79.32937566826284,180.4396750768023
Red gram,6.51288919867552,114,43,68,32.31558017145208,55.91795076076576,119.85808479211595
Red gram,6.206763892172593,106,57,44,26.108946533720477,50.90961302616028,153.1011595022215
Red gram,7.226913948300974,102,51,51,33.062967296109065,51.441161818360655,83.12563283813748
Red gram,6.032233926102988,103,48,60,25.142964184108447,57.223850589888706,183.83336228756866
Red gram,6.77650472781389,109,43,50,33.05557272393914,76.10648989794797,194.41955429829162
Red gram,7.29155876131732,111,63,66,33.18889338037197,76.6877148992569,105.20895389305639
Red gram,7.128285762170734,90,47,49,25.207148042123855,56.24878102875169,193.29562683746403
Red gram,6.725060578938565,104,49,67,34.73784353368703,67.64749121116498,163.43837161436772
Red gram,7.082341284314814,93,62,59,21.09136167171849,78.4657164238257,134.3670163462839
Red gram,5.55305826250152,94,59,64,25.349860029846592,54.92880106905112,109.87871725115838
Red gram,5.808362131105158,98,56,59,25.823948097013595,73.02427764381042,102.81463115822956
Red gram,6.680786708331856,112,64,44,29.81102817512078,68.25447854967203,197.2032061479799
Red gram,5.61495408272308,92,48,56,25.95615850816281,59.17704360989108,132.13264888988917
Red gram,6.670108869013594,90,44,44,23.586590198909796,62.132462052758775,109.8534313692164
Red gram,5.682075721137516,107,69,55,21.140594956689554,70.43814983661528,54.384983100365176
Red gram,5.502528643066458,112,50,65,30.912939252074846,59.31707564480343,102.7940598555326
Red gram,6.785187206359821,115,46,49,29.657438291386264,73.51699772438403,121.77545670202528
Red gram,6.876230929287502,112,58,55,24.099366781021164,71.54927006853595,133.62793755476184
Red gram,6.4425214342289046,99,40,68,22.10407687732847,51.89944238679755,109.25325691087363
Red gram,6.431678222455591,105,54,46,22.56105159542043,77.26856538858806,97.27023155565216
Red gram,6.493515425854179,101,58,67,27.75857379118972,64.16927451852523,126.89792172644371
Red gram,6.319226637890881,109,57,45,25.55887470155129,74.46848032445264,173.15491767646694
Red gram,6.781144847774421,94,69,69,23.909076340775524,51.68418398484065,100.16408726084532
Red gram,7.305504877989894,113,64,45,28.244006305310297,65.66567765680736,80.47378447097455
Red gram,7.018813055188352,115,58,66,32.964386916173304,67.8896909507121,193.1824816260917
Red gram,6.590324994653929,94,51,64,22.639890399631728,50.89120440803919,143.8615976734053
Red gram,6.663169394458912,118,67,58,27.37323820581113,61.53001239633551,108.2507341572499
Red gram,6.12881010601306,106,49,49,23.02516810967534,57.96149748393287,61.46642875071744
Red gram,5.6385578285698905,101,67,60,27.89969938225134,63.966156358829046,70.02118723953998
Red gram,6.7836978180795136,106,56,57,22.474336053471788,59.427486573143824,97.29038221121885
Red gram,7.386909456132779,115,59,43,30.185834538489672,76.58216260057011,60.827189292674205
Red gram,7.031579879045914,101,68,60,27.220113250435805,64.22275814242083,174.97742981879912
Red gram,5.623763876526943,108,51,57,25.773018966865894,53.90526436527022,146.0804945772012
Red gram,6.556143289638113,107,64,45,22.121353559344797,63.79755911281987,63.48501500235895
Red gram,6.762499752200023,102,48,59,21.982011764879722,52.23241216114298,135.94208958921422
Red gram,6.268086392522617,103,66,41,25.28843121848782,52.115451494964944,92.75261343632364
Red gram,6.262302711933655,101,47,65,33.61440798066375,68.09468947019425,69.32172270321277
Red gram,6.957577879806864,96,51,48,20.455144075096424,56.540131720644574,106.47561018611842
